Iteration,Odd Object,Weight,All Objects,,TEST
358,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
359,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
360,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
361,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
362,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
363,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
364,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
365,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
366,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
367,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
368,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
369,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
370,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
371,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
372,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
373,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
374,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
375,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
376,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
377,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
378,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
379,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
380,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
381,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
382,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
383,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
384,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
385,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
386,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
387,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
388,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
389,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
390,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
391,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
392,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
393,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
394,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
395,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
396,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
397,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
398,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
399,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
400,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
401,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
402,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
403,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
404,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
405,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
406,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
407,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
408,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
409,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
410,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
411,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
412,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
413,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
414,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
415,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
416,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
417,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
418,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
419,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
420,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
421,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
422,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
423,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
424,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
425,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
426,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
427,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
428,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
429,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
430,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
431,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
432,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
433,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
434,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
435,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
436,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
437,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
438,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
439,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
440,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
441,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
442,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
443,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
444,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
445,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
446,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
447,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
448,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
449,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
450,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
451,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
452,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
453,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
454,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
455,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
456,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
457,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
458,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
459,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
460,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
461,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
462,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
463,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
464,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
465,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
466,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
467,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
468,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
469,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
470,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
471,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
472,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
473,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
474,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
475,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
476,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
477,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
478,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
479,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
480,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
481,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
482,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
483,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
484,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
485,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
486,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
487,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
488,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
489,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
490,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
491,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
492,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
493,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
494,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
495,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
496,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
497,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
498,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
499,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
500,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
501,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
502,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
503,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
504,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
505,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
506,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
507,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
508,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
509,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
510,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
511,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
512,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
513,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
514,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
515,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
516,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
517,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
518,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
519,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
520,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
521,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
522,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
523,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
524,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
525,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
526,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
527,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
528,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
529,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
530,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
531,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
532,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
533,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
534,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
535,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
536,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
537,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
538,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
539,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
540,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
541,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
542,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
543,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
544,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
545,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
546,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
547,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
548,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
549,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
550,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
551,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
552,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
553,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
554,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
555,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
556,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
557,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
558,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
559,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
560,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
561,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
562,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
563,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
564,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
565,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
566,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
567,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
568,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
569,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
570,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
571,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
572,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
573,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
574,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
575,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
576,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
577,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
578,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
579,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
580,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
581,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
582,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
583,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
584,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
585,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
586,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
587,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
588,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
589,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
590,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
591,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
592,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
593,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
594,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
595,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
596,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
597,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
598,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
599,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
600,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
601,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
602,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
603,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
604,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
605,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
606,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
607,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
608,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
609,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
610,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
611,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
612,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
613,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
614,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
615,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
616,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
617,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
618,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
619,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
620,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
621,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
622,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
623,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
624,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
625,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
626,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
627,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
628,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
629,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
630,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
631,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
632,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
633,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
634,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
635,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
636,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
637,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
638,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
639,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
640,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
641,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
642,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
643,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
644,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
645,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
646,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
647,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
648,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
649,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
650,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
651,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
652,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
653,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
654,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
655,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
656,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
657,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
658,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
659,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
660,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
661,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
662,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
663,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
664,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
665,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
666,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
667,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
668,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
669,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
670,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
671,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
672,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
673,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
674,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
675,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
676,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
677,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
678,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
679,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
680,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
681,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
682,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
683,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
684,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
685,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
686,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
687,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
688,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
689,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
690,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
691,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
692,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
693,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
694,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
695,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
696,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
697,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
698,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
699,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
700,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
701,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
702,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
703,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
704,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
705,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
706,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
707,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
708,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
709,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
710,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
711,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
712,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
713,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
714,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
715,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
